 A ( ADVERB ) 
 aberrar ( VERB_INFINITIVE VERB ) lemma=`aberrare` VER:infi  
 aberrare ( VERB_INFINITIVE VERB ) 
 aberraron ( VERB ) lemma=`aberrare` VER:fin  
 aberrarono ( VERB ) lemma=`aberrare` VER:fin  
 aberrasse ( VERB ) lemma=`aberrare` VER:fin  
 aberrasser ( VERB ) lemma=`aberrare` VER:fin  
 aberrassero ( VERB ) lemma=`aberrare` VER:fin  
 aberrassi ( VERB ) lemma=`aberrare` VER:fin  
 aberrassimo ( VERB ) lemma=`aberrare` VER:fin  
 aberraste ( VERB ) lemma=`aberrare` VER:fin  
 aberrasti ( VERB ) lemma=`aberrare` VER:fin  
 aberrata ( VERB_PAST_PARTICIPLE VERB ) lemma=`aberrare` VER:ppast  
 aberrate ( VERB_PAST_PARTICIPLE VERB ) lemma=`aberrare`aberrare` VER:fin  VER:ppast  
 aberrati ( VERB_PAST_PARTICIPLE VERB ) lemma=`aberrare` VER:ppast  
 aberrato ( VERB_PAST_PARTICIPLE VERB ) lemma=`aberrare` VER:ppast  
 aberrava ( VERB ) lemma=`aberrare` VER:fin  
 aberravamo ( VERB ) lemma=`aberrare` VER:fin  
 aberravan ( VERB ) lemma=`aberrare` VER:fin  
 aberravano ( VERB ) lemma=`aberrare` VER:fin  
 aberravate ( VERB ) lemma=`aberrare` VER:fin  
 aberravi ( VERB ) lemma=`aberrare` VER:fin  
 aberravo ( VERB ) lemma=`aberrare` VER:fin  
 aberrazione ( NOUN NOUN_SINGULAR ) 
 aberrazioni ( NOUN NOUN_SINGULAR ) lemma=`aberrazione` NOUN  
 aberrera' ( VERB ) lemma=`aberrare` VER:fin  
 aberrerai ( VERB ) lemma=`aberrare` VER:fin  
 aberreran ( VERB ) lemma=`aberrare` VER:fin  
 aberreranno ( VERB ) lemma=`aberrare` VER:fin  
 aberrerebbe ( VERB ) lemma=`aberrare` VER:fin  
 aberrerebber ( VERB ) lemma=`aberrare` VER:fin  
 aberrerebbero ( VERB ) lemma=`aberrare` VER:fin  
 aberrerei ( VERB ) lemma=`aberrare` VER:fin  
 aberreremmo ( VERB ) lemma=`aberrare` VER:fin  
 aberreremo ( VERB ) lemma=`aberrare` VER:fin  
 aberrereste ( VERB ) lemma=`aberrare` VER:fin  
 aberreresti ( VERB ) lemma=`aberrare` VER:fin  
 aberrerete ( VERB ) lemma=`aberrare` VER:fin  
 aberrero' ( VERB ) lemma=`aberrare` VER:fin  
 aberrerà ( VERB ) lemma=`aberrare` VER:fin  
 aberrerò ( VERB ) lemma=`aberrare` VER:fin  
 aberri ( VERB ) lemma=`aberrare` VER:fin  
 aberriamo ( VERB ) lemma=`aberrare` VER:fin  
 aberriate ( VERB ) lemma=`aberrare` VER:fin  
 aberrin ( VERB ) lemma=`aberrare` VER:fin  
 aberrino ( VERB ) lemma=`aberrare` VER:fin  
 aberro ( VERB ) lemma=`aberrare` VER:fin  
 aberro' ( VERB ) lemma=`aberrare` VER:fin  
 aberrò ( VERB ) lemma=`aberrare` VER:fin  
 abete ( NOUN NOUN_SINGULAR ) 
 abeti ( NOUN NOUN_SINGULAR ) lemma=`abete` NOUN  
 abietta ( ADJECTIVE ) lemma=`abietto` ADJ  
 abiette ( ADJECTIVE ) lemma=`abietto` ADJ  
 abietti ( ADJECTIVE ) lemma=`abietto` ADJ  
 abiettissima ( ADJECTIVE ) lemma=`abietto` ADJ  
 abiettissime ( ADJECTIVE ) lemma=`abietto` ADJ  
 abiettissimi ( ADJECTIVE ) lemma=`abietto` ADJ  
 abiettissimo ( ADJECTIVE ) lemma=`abietto` ADJ  
 abietto ( ADJECTIVE ) 
 abiezione ( NOUN NOUN_SINGULAR ) 
 abiezioni ( NOUN NOUN_SINGULAR ) lemma=`abiezione` NOUN  
 abile ( ADJECTIVE ) 
 abili ( ADJECTIVE ) lemma=`abile` ADJ  
 abilissima ( ADJECTIVE ) lemma=`abile` ADJ  
 abilissime ( ADJECTIVE ) lemma=`abile` ADJ  
 abilissimi ( ADJECTIVE ) lemma=`abile` ADJ  
 abilissimo ( ADJECTIVE ) lemma=`abile` ADJ  
 abilita ( VERB ) lemma=`abilitare` VER:fin  
 abilita' ( NOUN NOUN_SINGULAR ) lemma=`abilità` NOUN  
 abilitai ( VERB ) lemma=`abilitare` VER:fin  
 abilitammo ( VERB ) lemma=`abilitare` VER:fin  
 abilitan ( VERB ) lemma=`abilitare` VER:fin  
 abilitando ( NOUN NOUN_GERUND ) lemma=`abilitare` VER:geru  
 abilitano ( VERB ) lemma=`abilitare` VER:fin  
 abilitante ( VERB_PRESENT_PARTICIPLE VERB ) lemma=`abilitare` VER:ppre  
 abilitanti ( VERB_PRESENT_PARTICIPLE VERB ) lemma=`abilitare` VER:ppre  
 abilitar ( VERB_INFINITIVE VERB ) lemma=`abilitare` VER:infi  
 abilitare ( VERB_INFINITIVE VERB ) 
 abilitarli ( VERB_INFINITIVE VERB ) lemma=`abilitare` VER:infi:cli  
 abilitaron ( VERB ) lemma=`abilitare` VER:fin  
 abilitarono ( VERB ) lemma=`abilitare` VER:fin  
 abilitasse ( VERB ) lemma=`abilitare` VER:fin  
 abilitasser ( VERB ) lemma=`abilitare` VER:fin  
 abilitassero ( VERB ) lemma=`abilitare` VER:fin  
 abilitassi ( VERB ) lemma=`abilitare` VER:fin  
 abilitassimo ( VERB ) lemma=`abilitare` VER:fin  
 abilitaste ( VERB ) lemma=`abilitare` VER:fin  
 abilitasti ( VERB ) lemma=`abilitare` VER:fin  
 abilitata ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) lemma=`abilitato`abilitare` ADJ  VER:ppast  
 abilitate ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) lemma=`abilitato`abilitare`abilitare` ADJ  VER:fin  VER:ppast  
 abilitati ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) lemma=`abilitato`abilitare` ADJ  VER:ppast  
 abilitatissima ( ADJECTIVE ) lemma=`abilitato` ADJ  
 abilitatissime ( ADJECTIVE ) lemma=`abilitato` ADJ  
 abilitatissimi ( ADJECTIVE ) lemma=`abilitato` ADJ  
 abilitatissimo ( ADJECTIVE ) lemma=`abilitato` ADJ  
 abilitato ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) lemma=`abilitato`abilitare` ADJ  VER:ppast  
 abilitava ( VERB ) lemma=`abilitare` VER:fin  
 abilitavamo ( VERB ) lemma=`abilitare` VER:fin  
 abilitavan ( VERB ) lemma=`abilitare` VER:fin  
 abilitavano ( VERB ) lemma=`abilitare` VER:fin  
 abilitavate ( VERB ) lemma=`abilitare` VER:fin  
 abilitavi ( VERB ) lemma=`abilitare` VER:fin  
 abilitavo ( VERB ) lemma=`abilitare` VER:fin  
 abilitazione ( NOUN NOUN_SINGULAR ) 
 abilitazioni ( NOUN NOUN_SINGULAR ) lemma=`abilitazione` NOUN  
 abilitera' ( VERB ) lemma=`abilitare` VER:fin  
 abiliterai ( VERB ) lemma=`abilitare` VER:fin  
 abiliteran ( VERB ) lemma=`abilitare` VER:fin  
 abiliteranno ( VERB ) lemma=`abilitare` VER:fin  
 abiliterebbe ( VERB ) lemma=`abilitare` VER:fin  
 abiliterebber ( VERB ) lemma=`abilitare` VER:fin  
 abiliterebbero ( VERB ) lemma=`abilitare` VER:fin  
 abiliterei ( VERB ) lemma=`abilitare` VER:fin  
 abiliteremmo ( VERB ) lemma=`abilitare` VER:fin  
 abiliteremo ( VERB ) lemma=`abilitare` VER:fin  
 abilitereste ( VERB ) lemma=`abilitare` VER:fin  
 abiliteresti ( VERB ) lemma=`abilitare` VER:fin  
 abiliterete ( VERB ) lemma=`abilitare` VER:fin  
 abilitero' ( VERB ) lemma=`abilitare` VER:fin  
 abiliterà ( VERB ) lemma=`abilitare` VER:fin  
 abiliterò ( VERB ) lemma=`abilitare` VER:fin  
 abiliti ( VERB ) lemma=`abilitare` VER:fin  
 abilitiamo ( VERB ) lemma=`abilitare` VER:fin  
 abilitiate ( VERB ) lemma=`abilitare` VER:fin  
 abilitin ( VERB ) lemma=`abilitare` VER:fin  
 abilitino ( VERB ) lemma=`abilitare` VER:fin  
 abilito ( VERB ) lemma=`abilitare` VER:fin  
 abilito' ( VERB ) lemma=`abilitare` VER:fin  
 abilità ( NOUN NOUN_SINGULAR ) 
 abilitò ( VERB ) lemma=`abilitare` VER:fin  
 abilmente ( ADVERB ) 
 abissale ( ADJECTIVE ) 
 abissali ( ADJECTIVE ) lemma=`abissale` ADJ  
 abissalissima ( ADJECTIVE ) lemma=`abissale` ADJ  
 abissalissime ( ADJECTIVE ) lemma=`abissale` ADJ  
 abissalissimi ( ADJECTIVE ) lemma=`abissale` ADJ  
 abissalissimo ( ADJECTIVE ) lemma=`abissale` ADJ  
 abissi ( NOUN NOUN_SINGULAR ) lemma=`abisso` NOUN  
 abisso ( NOUN NOUN_SINGULAR ) 
 abita ( VERB ) lemma=`abitare` VER:fin  
 abitabile ( ADJECTIVE ) 
 abitabili ( ADJECTIVE ) lemma=`abitabile` ADJ  
 abitabilissima ( ADJECTIVE ) lemma=`abitabile` ADJ  
 abitabilissime ( ADJECTIVE ) lemma=`abitabile` ADJ  
 abitabilissimi ( ADJECTIVE ) lemma=`abitabile` ADJ  
 abitabilissimo ( ADJECTIVE ) lemma=`abitabile` ADJ  
 abitabilita' ( NOUN NOUN_SINGULAR ) lemma=`abitabilità` NOUN  
 abitabilità ( NOUN NOUN_SINGULAR ) 
 abitacoli ( NOUN NOUN_SINGULAR ) lemma=`abitacolo` NOUN  
 abitacolo ( NOUN NOUN_SINGULAR ) 
 abitai ( VERB ) lemma=`abitare` VER:fin  
 abitammo ( VERB ) lemma=`abitare` VER:fin  
 abitan ( VERB ) lemma=`abitare` VER:fin  
 abitando ( NOUN NOUN_GERUND ) lemma=`abitare` VER:geru  
 abitano ( VERB ) lemma=`abitare` VER:fin  
 abitante ( VERB_PRESENT_PARTICIPLE NOUN VERB NOUN_SINGULAR ) lemma=`abitante`abitare` NOUN  VER:ppre  
 abitanti ( VERB_PRESENT_PARTICIPLE NOUN VERB NOUN_SINGULAR ) lemma=`abitante`abitare` NOUN  VER:ppre  
 abitar ( VERB_INFINITIVE VERB ) lemma=`abitare` VER:infi  
 abitare ( VERB_INFINITIVE VERB ) 
 abitarlo ( VERB_INFINITIVE VERB ) lemma=`abitare` VER:infi:cli  
 abitaron ( VERB ) lemma=`abitare` VER:fin  
 abitarono ( VERB ) lemma=`abitare` VER:fin  
 abitasse ( VERB ) lemma=`abitare` VER:fin  
 abitasser ( VERB ) lemma=`abitare` VER:fin  
 abitassero ( VERB ) lemma=`abitare` VER:fin  
 abitassi ( VERB ) lemma=`abitare` VER:fin  
 abitassimo ( VERB ) lemma=`abitare` VER:fin  
 abitaste ( VERB ) lemma=`abitare` VER:fin  
 abitasti ( VERB ) lemma=`abitare` VER:fin  
 abitata ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) lemma=`abitato`abitare` ADJ  VER:ppast  
 abitate ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) lemma=`abitato`abitare`abitare` ADJ  VER:fin  VER:ppast  
 abitati ( VERB_PAST_PARTICIPLE NOUN VERB ADJECTIVE NOUN_SINGULAR ) lemma=`abitato`abitato`abitare` ADJ  NOUN  VER:ppast  
 abitatissima ( ADJECTIVE ) lemma=`abitato` ADJ  
 abitatissime ( ADJECTIVE ) lemma=`abitato` ADJ  
 abitatissimi ( ADJECTIVE ) lemma=`abitato` ADJ  
 abitatissimo ( ADJECTIVE ) lemma=`abitato` ADJ  
 abitativa ( ADJECTIVE ) lemma=`abitativo` ADJ  
 abitative ( ADJECTIVE ) lemma=`abitativo` ADJ  
 abitativi ( ADJECTIVE ) lemma=`abitativo` ADJ  
 abitativissima ( ADJECTIVE ) lemma=`abitativo` ADJ  
 abitativissime ( ADJECTIVE ) lemma=`abitativo` ADJ  
 abitativissimi ( ADJECTIVE ) lemma=`abitativo` ADJ  
 abitativissimo ( ADJECTIVE ) lemma=`abitativo` ADJ  
 abitativo ( ADJECTIVE ) 
 abitato ( VERB_PAST_PARTICIPLE NOUN VERB ADJECTIVE NOUN_SINGULAR ) lemma=`abitato`abitato`abitare` ADJ  NOUN  VER:ppast  
 abitatore ( NOUN NOUN_SINGULAR ) 
 abitatori ( NOUN NOUN_SINGULAR ) lemma=`abitatore` NOUN  
 abitava ( VERB ) lemma=`abitare` VER:fin  
 abitavamo ( VERB ) lemma=`abitare` VER:fin  
 abitavan ( VERB ) lemma=`abitare` VER:fin  
 abitavano ( VERB ) lemma=`abitare` VER:fin  
 abitavate ( VERB ) lemma=`abitare` VER:fin  
 abitavi ( VERB ) lemma=`abitare` VER:fin  
 abitavo ( VERB ) lemma=`abitare` VER:fin  
 abitazione ( NOUN NOUN_SINGULAR ) 
 abitazioni ( NOUN NOUN_SINGULAR ) lemma=`abitazione` NOUN  
 abitera' ( VERB ) lemma=`abitare` VER:fin  
 abiterai ( VERB ) lemma=`abitare` VER:fin  
 abiteran ( VERB ) lemma=`abitare` VER:fin  
 abiteranno ( VERB ) lemma=`abitare` VER:fin  
 abiterebbe ( VERB ) lemma=`abitare` VER:fin  
 abiterebber ( VERB ) lemma=`abitare` VER:fin  
 abiterebbero ( VERB ) lemma=`abitare` VER:fin  
 abiterei ( VERB ) lemma=`abitare` VER:fin  
 abiteremmo ( VERB ) lemma=`abitare` VER:fin  
 abiteremo ( VERB ) lemma=`abitare` VER:fin  
 abitereste ( VERB ) lemma=`abitare` VER:fin  
 abiteresti ( VERB ) lemma=`abitare` VER:fin  
 abiterete ( VERB ) lemma=`abitare` VER:fin  
 abitero' ( VERB ) lemma=`abitare` VER:fin  
 abiterà ( VERB ) lemma=`abitare` VER:fin  
 abiterò ( VERB ) lemma=`abitare` VER:fin  
 abiti ( NOUN VERB NOUN_SINGULAR ) lemma=`abito`abitare` NOUN  VER:fin  
 abitiamo ( VERB ) lemma=`abitare` VER:fin  
 abitiate ( VERB ) lemma=`abitare` VER:fin  
 abitin ( VERB ) lemma=`abitare` VER:fin  
 abitini ( NOUN NOUN_SINGULAR ) lemma=`abitino` NOUN  
 abitino ( NOUN VERB NOUN_SINGULAR ) lemma=`abitino`abitare` NOUN  VER:fin  
 abito ( NOUN VERB NOUN_SINGULAR ) lemma=`abito`abitare` NOUN  VER:fin  
 abito' ( VERB ) lemma=`abitare` VER:fin  
 abitua ( VERB ) lemma=`abituare` VER:fin  
 abituai ( VERB ) lemma=`abituare` VER:fin  
 abituale ( NOUN ADJECTIVE NOUN_SINGULAR ) lemma=`abituale`abituale` ADJ  NOUN  
 abituali ( NOUN ADJECTIVE NOUN_SINGULAR ) lemma=`abituale`abituale` ADJ  NOUN  
 abitualissima ( ADJECTIVE ) lemma=`abituale` ADJ  
 abitualissime ( ADJECTIVE ) lemma=`abituale` ADJ  
 abitualissimi ( ADJECTIVE ) lemma=`abituale` ADJ  
 abitualissimo ( ADJECTIVE ) lemma=`abituale` ADJ  
 abitualmente ( ADVERB ) 
 abituammo ( VERB ) lemma=`abituare` VER:fin  
 abituan ( VERB ) lemma=`abituare` VER:fin  
 abituando ( NOUN NOUN_GERUND ) lemma=`abituare` VER:geru  
 abituano ( VERB ) lemma=`abituare` VER:fin  
 abituante ( VERB_PRESENT_PARTICIPLE VERB ) lemma=`abituare` VER:ppre  
 abituanti ( VERB_PRESENT_PARTICIPLE VERB ) lemma=`abituare` VER:ppre  
 abituar ( VERB_INFINITIVE VERB ) lemma=`abituare` VER:infi  
 abituarci ( VERB_INFINITIVE VERB ) lemma=`abituare` VER:infi:cli  
 abituare ( VERB_INFINITIVE VERB ) 
 abituarli ( VERB_INFINITIVE VERB ) lemma=`abituare` VER:infi:cli  
 abituarmi ( VERB_INFINITIVE VERB ) lemma=`abituare` VER:infi:cli  
 abituaron ( VERB ) lemma=`abituare` VER:fin  
 abituarono ( VERB ) lemma=`abituare` VER:fin  
 abituarsi ( VERB_INFINITIVE VERB ) lemma=`abituare` VER:infi:cli  
 abituarvi ( VERB_INFINITIVE VERB ) lemma=`abituare` VER:infi:cli  
 abituasse ( VERB ) lemma=`abituare` VER:fin  
 abituasser ( VERB ) lemma=`abituare` VER:fin  
 abituassero ( VERB ) lemma=`abituare` VER:fin  
 abituassi ( VERB ) lemma=`abituare` VER:fin  
 abituassimo ( VERB ) lemma=`abituare` VER:fin  
 abituaste ( VERB ) lemma=`abituare` VER:fin  
 abituasti ( VERB ) lemma=`abituare` VER:fin  
 abituata ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) lemma=`abituato`abituare` ADJ  VER:ppast  
 abituate ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) lemma=`abituato`abituare`abituare` ADJ  VER:fin  VER:ppast  
 abituatelo ( VERB ) lemma=`abituare` VER:fin:cli  
 abituati ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) lemma=`abituato`abituare` ADJ  VER:ppast  
 abituatissima ( ADJECTIVE ) lemma=`abituato` ADJ  
 abituatissime ( ADJECTIVE ) lemma=`abituato` ADJ  
 abituatissimi ( ADJECTIVE ) lemma=`abituato` ADJ  
 abituatissimo ( ADJECTIVE ) lemma=`abituato` ADJ  
 abituato ( VERB_PAST_PARTICIPLE VERB ADJECTIVE ) lemma=`abituato`abituare` ADJ  VER:ppast  
 abituava ( VERB ) lemma=`abituare` VER:fin  
 abituavamo ( VERB ) lemma=`abituare` VER:fin  
 abituavan ( VERB ) lemma=`abituare` VER:fin  
 abituavano ( VERB ) lemma=`abituare` VER:fin  
 abituavate ( VERB ) lemma=`abituare` VER:fin  
 abituavi ( VERB ) lemma=`abituare` VER:fin  
 abituavo ( VERB ) lemma=`abituare` VER:fin  
 abitucci ( NOUN NOUN_SINGULAR ) lemma=`abituccio` NOUN  
 abituccio ( NOUN NOUN_SINGULAR ) 
 abitudinari ( NOUN ADJECTIVE NOUN_SINGULAR ) lemma=`abitudinario`abitudinario` ADJ  NOUN  
 abitudinaria ( ADJECTIVE ) lemma=`abitudinario` ADJ  
 abitudinarie ( ADJECTIVE ) lemma=`abitudinario` ADJ  
 abitudinario ( NOUN ADJECTIVE NOUN_SINGULAR ) lemma=`abitudinario`abitudinario` ADJ  NOUN  
 abitudinarissima ( ADJECTIVE ) lemma=`abitudinario` ADJ  
 abitudinarissime ( ADJECTIVE ) lemma=`abitudinario` ADJ  
 abitudinarissimi ( ADJECTIVE ) lemma=`abitudinario` ADJ  
 abitudinarissimo ( ADJECTIVE ) lemma=`abitudinario` ADJ  
 abitudine ( NOUN NOUN_SINGULAR ) 
 abitudini ( NOUN NOUN_SINGULAR ) lemma=`abitudine` NOUN  
 abituera' ( VERB ) lemma=`abituare` VER:fin  
 abituerai ( VERB ) lemma=`abituare` VER:fin  
 abitueran ( VERB ) lemma=`abituare` VER:fin  
 abitueranno ( VERB ) lemma=`abituare` VER:fin  
 abituerebbe ( VERB ) lemma=`abituare` VER:fin  
 abituerebber ( VERB ) lemma=`abituare` VER:fin  
 abituerebbero ( VERB ) lemma=`abituare` VER:fin  
 abituerei ( VERB ) lemma=`abituare` VER:fin  
 abitueremmo ( VERB ) lemma=`abituare` VER:fin  
 abitueremo ( VERB ) lemma=`abituare` VER:fin  
 abituereste ( VERB ) lemma=`abituare` VER:fin  
 abitueresti ( VERB ) lemma=`abituare` VER:fin  
 abituerete ( VERB ) lemma=`abituare` VER:fin  
 abituero' ( VERB ) lemma=`abituare` VER:fin  
 abituerà ( VERB ) lemma=`abituare` VER:fin  
 abituerò ( VERB ) lemma=`abituare` VER:fin  
 abitui ( VERB ) lemma=`abituare` VER:fin  
 abituiamo ( VERB ) lemma=`abituare` VER:fin  
 abituiamoci ( VERB ) lemma=`abituare` VER:fin:cli  
 abituiate ( VERB ) lemma=`abituare` VER:fin  
 abituin ( VERB ) lemma=`abituare` VER:fin  
 abituino ( VERB ) lemma=`abituare` VER:fin  
 abituo ( VERB ) lemma=`abituare` VER:fin  
 abituo' ( VERB ) lemma=`abituare` VER:fin  
 abituò ( VERB ) lemma=`abituare` VER:fin  
 abitò ( VERB ) lemma=`abitare` VER:fin  
 abiura ( NOUN VERB NOUN_SINGULAR ) lemma=`abiura`abiurare` NOUN  VER:fin  
 abiurai ( VERB ) lemma=`abiurare` VER:fin  
 abiurammo ( VERB ) lemma=`abiurare` VER:fin  
 abiuran ( VERB ) lemma=`abiurare` VER:fin  
 abiurando ( NOUN NOUN_GERUND ) lemma=`abiurare` VER:geru  
 abiurano ( VERB ) lemma=`abiurare` VER:fin  
 abiurante ( VERB_PRESENT_PARTICIPLE VERB ) lemma=`abiurare` VER:ppre  
 abiuranti ( VERB_PRESENT_PARTICIPLE VERB ) lemma=`abiurare` VER:ppre  
 abiurar ( VERB_INFINITIVE VERB ) lemma=`abiurare` VER:infi  
 abiurare ( VERB_INFINITIVE VERB ) 
 abiuraron ( VERB ) lemma=`abiurare` VER:fin  
 abiurarono ( VERB ) lemma=`abiurare` VER:fin  
 abiurasse ( VERB ) lemma=`abiurare` VER:fin  
 abiurasser ( VERB ) lemma=`abiurare` VER:fin  
 abiurassero ( VERB ) lemma=`abiurare` VER:fin  
 abiurassi ( VERB ) lemma=`abiurare` VER:fin  
 abiurassimo ( VERB ) lemma=`abiurare` VER:fin  
 abiuraste ( VERB ) lemma=`abiurare` VER:fin  
 abiurasti ( VERB ) lemma=`abiurare` VER:fin  
 abiurata ( VERB_PAST_PARTICIPLE VERB ) lemma=`abiurare` VER:ppast  
 abiurate ( VERB_PAST_PARTICIPLE VERB ) lemma=`abiurare`abiurare` VER:fin  VER:ppast  
 abiurati ( VERB_PAST_PARTICIPLE VERB ) lemma=`abiurare` VER:ppast  
 abiurato ( VERB_PAST_PARTICIPLE VERB ) lemma=`abiurare` VER:ppast  
 abiurava ( VERB ) lemma=`abiurare` VER:fin  
 abiuravamo ( VERB ) lemma=`abiurare` VER:fin  
 abiuravan ( VERB ) lemma=`abiurare` VER:fin  
 abiuravano ( VERB ) lemma=`abiurare` VER:fin  
 abiuravate ( VERB ) lemma=`abiurare` VER:fin  
 abiuravi ( VERB ) lemma=`abiurare` VER:fin  
 abiuravo ( VERB ) lemma=`abiurare` VER:fin  
 abiure ( NOUN NOUN_SINGULAR ) lemma=`abiura` NOUN  
 abiurera' ( VERB ) lemma=`abiurare` VER:fin  
 abiurerai ( VERB ) lemma=`abiurare` VER:fin  
 abiureran ( VERB ) lemma=`abiurare` VER:fin  
 abiureranno ( VERB ) lemma=`abiurare` VER:fin  
 abiurerebbe ( VERB ) lemma=`abiurare` VER:fin  
 abiurerebber ( VERB ) lemma=`abiurare` VER:fin  
 abiurerebbero ( VERB ) lemma=`abiurare` VER:fin  
 abiurerei ( VERB ) lemma=`abiurare` VER:fin  
 abiureremmo ( VERB ) lemma=`abiurare` VER:fin  
 abiureremo ( VERB ) lemma=`abiurare` VER:fin  
 abiurereste ( VERB ) lemma=`abiurare` VER:fin  
 abiureresti ( VERB ) lemma=`abiurare` VER:fin  
 abiurerete ( VERB ) lemma=`abiurare` VER:fin  
 abiurero' ( VERB ) lemma=`abiurare` VER:fin  
 abiurerà ( VERB ) lemma=`abiurare` VER:fin  
 abiurerò ( VERB ) lemma=`abiurare` VER:fin  
 abiuri ( VERB ) lemma=`abiurare` VER:fin  
 abiuriamo ( VERB ) lemma=`abiurare` VER:fin  
 abiuriate ( VERB ) lemma=`abiurare` VER:fin  
 abiurin ( VERB ) lemma=`abiurare` VER:fin  
 abiurino ( VERB ) lemma=`abiurare` VER:fin  
 abiuro ( VERB ) lemma=`abiurare` VER:fin  
 abiuro' ( VERB ) lemma=`abiurare` VER:fin  
 abiurò ( VERB ) lemma=`abiurare` VER:fin  
 abnegazione ( NOUN NOUN_SINGULAR ) 
 abnegazioni ( NOUN NOUN_SINGULAR ) lemma=`abnegazione` NOUN  
 abnorme ( ADJECTIVE ) 
 abnormi ( ADJECTIVE ) lemma=`abnorme` ADJ  
 abnormissima ( ADJECTIVE ) lemma=`abnorme` ADJ  
 abnormissime ( ADJECTIVE ) lemma=`abnorme` ADJ  
 abnormissimi ( ADJECTIVE ) lemma=`abnorme` ADJ  
 abnormissimo ( ADJECTIVE ) lemma=`abnorme` ADJ  
 abolendo ( NOUN NOUN_GERUND ) lemma=`abolire` VER:geru  
 abolente ( VERB_PRESENT_PARTICIPLE VERB ) lemma=`abolire` VER:ppre  
 abolenti ( VERB_PRESENT_PARTICIPLE VERB ) lemma=`abolire` VER:ppre  
 aboli' ( VERB ) lemma=`abolire` VER:fin  
 aboliamo ( VERB ) lemma=`abolire` VER:fin  
 aboliamola ( VERB ) lemma=`abolire` VER:fin:cli  
 aboliate ( VERB ) lemma=`abolire` VER:fin  
 abolii ( VERB ) lemma=`abolire` VER:fin  
 abolimmo ( VERB ) lemma=`abolire` VER:fin  
 abolir ( VERB_INFINITIVE VERB ) lemma=`abolire` VER:infi  
 abolira' ( VERB ) lemma=`abolire` VER:fin  
 abolirai ( VERB ) lemma=`abolire` VER:fin  
 aboliran ( VERB ) lemma=`abolire` VER:fin  
 aboliranno ( VERB ) lemma=`abolire` VER:fin  
 abolire ( VERB_INFINITIVE VERB ) 
 abolirebbe ( VERB ) lemma=`abolire` VER:fin  
 abolirebber ( VERB ) lemma=`abolire` VER:fin  
 abolirebbero ( VERB ) lemma=`abolire` VER:fin  
 abolirei ( VERB ) lemma=`abolire` VER:fin  
 aboliremmo ( VERB ) lemma=`abolire` VER:fin  
 aboliremo ( VERB ) lemma=`abolire` VER:fin  
 abolireste ( VERB ) lemma=`abolire` VER:fin  
 aboliresti ( VERB ) lemma=`abolire` VER:fin  
 abolirete ( VERB ) lemma=`abolire` VER:fin  
 abolirla ( VERB_INFINITIVE VERB ) lemma=`abolire` VER:infi:cli  
 abolirle ( VERB_INFINITIVE VERB ) lemma=`abolire` VER:infi:cli  
 abolirli ( VERB_INFINITIVE VERB ) lemma=`abolire` VER:infi:cli  
 abolirlo ( VERB_INFINITIVE VERB ) lemma=`abolire` VER:infi:cli  
 aboliro' ( VERB ) lemma=`abolire` VER:fin  
 aboliron ( VERB ) lemma=`abolire` VER:fin  
 abolirono ( VERB ) lemma=`abolire` VER:fin  
 abolirà ( VERB ) lemma=`abolire` VER:fin  
 abolirò ( VERB ) lemma=`abolire` VER:fin  
 abolisca ( VERB ) lemma=`abolire` VER:fin  
 aboliscan ( VERB ) lemma=`abolire` VER:fin  
 aboliscano ( VERB ) lemma=`abolire` VER:fin  
 abolisce ( VERB ) lemma=`abolire` VER:fin  
 abolisci ( VERB ) lemma=`abolire` VER:fin  
 abolisco ( VERB ) lemma=`abolire` VER:fin  
 aboliscon ( VERB ) lemma=`abolire` VER:fin  
 aboliscono ( VERB ) lemma=`abolire` VER:fin  
 abolisse ( VERB ) lemma=`abolire` VER:fin  
 abolisser ( VERB ) lemma=`abolire` VER:fin  
 abolissero ( VERB ) lemma=`abolire` VER:fin  
 abolissi ( VERB ) lemma=`abolire` VER:fin  
 abolissimo ( VERB ) lemma=`abolire` VER:fin  
 aboliste ( VERB ) lemma=`abolire` VER:fin  
 abolisti ( VERB ) lemma=`abolire` VER:fin  
 abolita ( VERB_PAST_PARTICIPLE VERB ) lemma=`abolire` VER:ppast  
 abolite ( VERB_PAST_PARTICIPLE VERB ) lemma=`abolire`abolire` VER:fin  VER:ppast  
 aboliti ( VERB_PAST_PARTICIPLE VERB ) lemma=`abolire` VER:ppast  
 abolito ( VERB_PAST_PARTICIPLE VERB ) lemma=`abolire` VER:ppast  
 aboliva ( VERB ) lemma=`abolire` VER:fin  
 abolivamo ( VERB ) lemma=`abolire` VER:fin  
 abolivan ( VERB ) lemma=`abolire` VER:fin  
 abolivano ( VERB ) lemma=`abolire` VER:fin  
